,0,1,2,3,4,5,6,7,8,9,10,11
2492,contig_149,JANSVD010000002.1,88.929,551,47,8,169966,170516,114438,113902,0.0,667
2493,contig_149,JANSVD010000002.1,95.000,120,6,0,169827,169946,1043348,1043467,6.54e-45,189
2494,contig_149,JANSVD010000002.1,95.146,103,5,0,169966,170068,856898,857000,3.96e-37,163
2495,contig_149,JANSVD010000001.1,89.831,708,56,10,170053,170752,1708966,1708267,0.0,894
2496,contig_149,JANSVD010000001.1,87.900,562,53,9,170199,170752,1043523,1044077,0.0,647
2497,contig_149,JANSVD010000001.1,88.000,225,20,4,170533,170752,1706165,1706387,4.91e-66,259
2498,contig_149,JANSVD010000001.1,94.969,159,6,2,169964,170121,1706017,1706174,1.06e-62,248
2499,contig_149,JANSVD010000001.1,90.798,163,4,3,176080,176242,1734847,1734998,1.80e-50,207
2500,contig_149,JANSVD010000001.1,91.667,120,10,0,169827,169946,2214022,2213903,3.06e-38,167
2501,contig_149,JANSVD010000001.1,80.612,196,24,7,176102,176288,2255181,2254991,6.68e-30,139
2502,contig_149,JANSVD010000001.1,90.789,76,7,0,176196,176271,1715566,1715641,8.76e-19,102
2503,contig_149,JANSVD010000001.1,98.246,57,1,0,176079,176135,1054944,1055000,3.15e-18,100
2504,contig_149,JANSVD010000001.1,98.246,57,1,0,176079,176135,1091327,1091271,3.15e-18,100
2505,contig_149,JANSVD010000001.1,92.500,40,3,0,332974,333013,1203544,1203505,1.92e-05,58.4
2506,contig_149,JANSVD010000006.1,81.957,920,162,4,15110,16027,1119488,1118571,0.0,776
2507,contig_149,JANSVD010000009.1,84.957,698,91,8,477878,478569,73070,73759,0.0,695
2508,contig_149,JANSVD010000009.1,89.062,256,27,1,474983,475237,72457,72712,2.87e-83,316
2509,contig_149,JANSVD010000009.1,85.350,157,23,0,90007,90163,678435,678591,3.96e-37,163
2510,contig_149,JANSVD010000011.1,80.277,938,170,13,15110,16041,770133,769205,0.0,693
2511,contig_149,JANSVD010000011.1,75.390,577,120,16,256532,257097,214454,213889,4.91e-66,259
2512,contig_149,JANSVD010000003.1,85.378,595,73,9,170172,170758,132795,133383,5.48e-170,604
2513,contig_149,JANSVD010000003.1,80.563,391,70,1,256719,257103,140050,139660,3.74e-77,296
2514,contig_149,JANSVD010000003.1,94.309,123,7,0,169827,169949,1136171,1136049,6.54e-45,189
2515,contig_149,JANSVD010000003.1,92.683,123,9,0,169827,169949,1219979,1219857,1.42e-41,178
2516,contig_149,JANSVD010000003.1,93.333,120,8,0,169827,169946,1234462,1234581,1.42e-41,178
2517,contig_149,JANSVD010000003.1,85.455,55,8,0,332959,333013,1141958,1142012,1.92e-05,58.4
2518,contig_149,JANSVD010000003.1,85.455,55,8,0,332959,333013,1303324,1303378,1.92e-05,58.4
2519,contig_149,JANSVD010000003.1,100.000,28,0,0,171979,172006,1292903,1292930,8.95e-04,52.8
2520,contig_149,JANSVD010000007.1,81.419,296,55,0,15712,16007,818474,818769,4.95e-61,243
2521,contig_149,JANSVD010000007.1,79.688,320,61,4,15690,16007,656649,656332,1.39e-56,228
2522,contig_149,JANSVD010000010.1,94.309,123,7,0,169827,169949,452473,452351,6.54e-45,189
2523,contig_149,JANSVD010000010.1,92.500,120,9,0,169827,169946,15107,14988,6.58e-40,172
2524,contig_149,JANSVD010000010.1,75.984,254,52,7,90661,90908,239845,240095,6.72e-25,122
2525,contig_149,JANSVD010000010.1,72.798,386,89,13,90796,91173,240931,241308,3.13e-23,117
2526,contig_149,JANSVD010000012.1,94.167,120,7,0,169827,169946,161852,161971,3.04e-43,183
2527,contig_149,JANSVD010000012.1,92.500,120,9,0,169827,169946,167963,168082,6.58e-40,172
2528,contig_149,JANSVD010000012.1,92.500,120,9,0,169827,169946,168509,168390,6.58e-40,172
2529,contig_149,JANSVD010000012.1,91.667,120,10,0,169827,169946,32558,32677,3.06e-38,167
2530,contig_149,JANSVD010000012.1,91.667,120,10,0,169827,169946,86513,86394,3.06e-38,167
2531,contig_152,JANSVD010000006.1,96.435,7489,197,23,6470,13940,270833,263397,0.0,12286
2532,contig_152,JANSVD010000006.1,88.415,1243,102,26,14244,15476,263103,261893,0.0,1459
2533,contig_152,JANSVD010000006.1,78.325,406,46,17,267,671,788158,788522,5.79e-57,224
2534,contig_152,JANSVD010000006.1,97.826,46,1,0,6400,6445,273165,273120,1.33e-13,80.5
2535,contig_152,JANSVD010000011.1,98.009,6379,123,3,1,6377,109859,103483,0.0,11073
2536,contig_152,JANSVD010000011.1,96.522,230,8,0,6145,6374,109878,109649,3.24e-104,381
2537,contig_152,JANSVD010000011.1,96.682,211,7,0,1,211,103696,103486,2.54e-95,351
2538,contig_152,JANSVD010000010.1,97.602,6379,147,5,1,6378,321052,314679,0.0,10927
2539,contig_152,JANSVD010000010.1,96.087,230,9,0,6145,6374,321071,320842,1.51e-102,375
2540,contig_152,JANSVD010000010.1,96.209,211,8,0,1,211,314892,314682,1.18e-93,346
2541,contig_152,JANSVD010000012.1,98.068,4607,84,2,1,4604,192387,196991,0.0,8010
2542,contig_152,JANSVD010000012.1,95.669,254,11,0,6122,6375,196992,197245,1.49e-112,409
2543,contig_152,JANSVD010000012.1,95.652,230,10,0,6145,6374,192368,192597,7.02e-101,370
2544,contig_152,JANSVD010000012.1,96.682,211,7,0,1,211,197034,197244,2.54e-95,351
2545,contig_152,JANSVD010000003.1,98.227,2764,49,0,2654,5417,1263145,1260382,0.0,4833
2546,contig_152,JANSVD010000003.1,98.155,2764,51,0,2654,5417,1120896,1123659,0.0,4822
2547,contig_152,JANSVD010000003.1,97.219,2661,69,3,1,2659,1239441,1242098,0.0,4499
2548,contig_152,JANSVD010000003.1,97.948,1754,36,0,3664,5417,1126556,1128309,0.0,3040
2549,contig_152,JANSVD010000003.1,98.417,1200,19,0,2698,3897,1345423,1346622,0.0,2111
2550,contig_152,JANSVD010000003.1,97.122,556,14,1,1,556,1217346,1216793,0.0,937
2551,contig_152,JANSVD010000003.1,93.873,408,13,1,4730,5125,1297056,1296649,1.77e-171,604
2552,contig_152,JANSVD010000003.1,96.522,230,8,0,6145,6374,1217365,1217136,3.24e-104,381
2553,contig_152,JANSVD010000003.1,96.522,230,8,0,6145,6374,1239422,1239651,3.24e-104,381
2554,contig_152,JANSVD010000003.1,77.885,416,39,18,267,671,1274099,1274472,1.62e-52,209
2555,contig_152,JANSVD010000003.1,95.699,93,4,0,2608,2700,1342080,1342172,9.96e-35,150
2556,contig_152,JANSVD010000003.1,95.402,87,4,0,6289,6375,1296639,1296553,2.16e-31,139
2557,contig_152,JANSVD010000003.1,92.473,93,6,1,126,217,1296639,1296547,3.61e-29,132
2558,contig_152,JANSVD010000005.1,97.179,638,17,1,5531,6167,481400,482037,0.0,1077
2559,contig_152,JANSVD010000004.1,94.894,235,9,2,6145,6378,16614,16382,3.27e-99,364
2560,contig_152,JANSVD010000004.1,95.283,212,7,2,1,211,16595,16386,9.21e-90,333
2561,contig_152,JANSVD010000002.1,78.325,406,46,17,267,671,2543,2907,5.79e-57,224
2562,contig_152,JANSVD010000001.1,78.186,408,45,17,267,671,1113069,1113435,7.48e-56,220
2563,contig_152,JANSVD010000001.1,89.720,107,11,0,6269,6375,2262789,2262895,7.75e-31,137
2564,contig_152,JANSVD010000001.1,89.320,103,11,0,106,208,2262789,2262891,1.30e-28,130
2565,contig_153,JANSVD010000006.1,88.649,185,10,5,39,220,212130,211954,2.83e-55,215
2566,contig_156,CM046022.1,77.879,1320,231,43,632,1938,69498,70769,0.0,763
2567,contig_156,CM046022.1,77.879,1320,231,43,3333461,3334767,69498,70769,0.0,763
2568,contig_156,CM046022.1,77.879,1320,231,43,3528653,3529959,69498,70769,0.0,763
2569,contig_156,CM046022.1,76.218,1047,225,22,4342,5375,72927,73962,2.29e-147,532
2570,contig_156,CM046022.1,76.218,1047,225,22,3337171,3338204,72927,73962,2.29e-147,532
2571,contig_156,CM046022.1,76.218,1047,225,22,3532363,3533396,72927,73962,2.29e-147,532
2572,contig_156,CM046021.1,79.730,148,30,0,3532538,3532685,30464,30317,1.65e-19,108
2573,contig_156,CM046021.1,79.730,148,30,0,3337346,3337493,30464,30317,1.65e-19,108
2574,contig_156,CM046021.1,79.730,148,30,0,4517,4664,30464,30317,1.65e-19,108
2575,contig_157,JANSVD010000003.1,93.047,4617,281,23,1027,5613,1330573,1335179,0.0,6711
2576,contig_157,JANSVD010000003.1,93.010,4621,282,24,1024,5613,1155952,1151342,0.0,6706
2577,contig_157,JANSVD010000003.1,92.860,4608,293,19,1027,5613,1322455,1327047,0.0,6654
2578,contig_157,JANSVD010000003.1,92.719,4615,301,18,1020,5613,1316729,1321329,0.0,6628
2579,contig_157,JANSVD010000003.1,92.728,4607,301,17,1027,5613,1190437,1185845,0.0,6621
2580,contig_157,JANSVD010000003.1,93.712,4405,262,6,1222,5613,108678,113080,0.0,6586
2581,contig_157,JANSVD010000003.1,93.279,4404,280,9,1222,5613,1289494,1285095,0.0,6479
2582,contig_157,JANSVD010000003.1,88.953,1032,97,11,1,1025,1151340,1150319,0.0,1258
2583,contig_157,JANSVD010000003.1,88.953,1032,97,11,1,1025,1185843,1184822,0.0,1258
2584,contig_157,JANSVD010000003.1,88.953,1032,97,11,1,1025,1321331,1322352,0.0,1258
2585,contig_157,JANSVD010000003.1,88.953,1032,97,11,1,1025,1335181,1336202,0.0,1258
2586,contig_157,JANSVD010000003.1,88.865,943,90,9,1,937,1327049,1327982,0.0,1146
2587,contig_157,JANSVD010000003.1,86.089,381,43,9,651,1026,114741,115116,9.01e-111,401
2588,contig_157,JANSVD010000003.1,86.243,378,42,9,654,1026,1170932,1170560,9.01e-111,401
2589,contig_157,JANSVD010000003.1,86.059,373,46,5,657,1026,1157426,1157057,4.19e-109,396
2590,contig_157,JANSVD010000003.1,85.488,379,43,11,654,1026,1330111,1330483,9.07e-106,385
2591,contig_157,JANSVD010000003.1,84.533,375,48,9,657,1026,1183073,1182704,4.25e-99,363
2592,contig_157,JANSVD010000003.1,84.533,375,48,9,657,1026,1224140,1223771,4.25e-99,363
2593,contig_157,JANSVD010000003.1,84.533,375,48,9,657,1026,1315244,1315613,4.25e-99,363
2594,contig_157,JANSVD010000003.1,84.533,375,48,9,657,1026,1316290,1316659,4.25e-99,363
2595,contig_157,JANSVD010000001.1,93.112,4602,284,17,1027,5613,1402547,1397964,0.0,6711
2596,contig_157,JANSVD010000001.1,93.860,4414,255,6,1215,5613,1409086,1404674,0.0,6636
2597,contig_157,JANSVD010000001.1,93.797,4401,263,6,1222,5613,1312012,1307613,0.0,6606
2598,contig_157,JANSVD010000001.1,93.582,4347,265,9,1222,5559,1328144,1323803,0.0,6469
2599,contig_157,JANSVD010000001.1,92.854,4408,297,8,1222,5613,2220293,2224698,0.0,6379
2600,contig_157,JANSVD010000001.1,93.939,1023,55,3,1222,2238,1586384,1585363,0.0,1539
2601,contig_157,JANSVD010000001.1,92.475,1010,69,6,1222,2225,1709154,1710162,0.0,1437
2602,contig_157,JANSVD010000001.1,93.059,850,51,8,1215,2058,2196268,2197115,0.0,1236
2603,contig_157,JANSVD010000001.1,92.166,651,51,0,4963,5613,1710159,1710809,0.0,920
2604,contig_157,JANSVD010000001.1,88.501,687,55,18,350,1026,2197088,2197760,0.0,809
2605,contig_157,JANSVD010000001.1,92.237,438,31,2,1,438,2224700,2225134,8.21e-176,617
2606,contig_157,JANSVD010000001.1,87.059,510,52,13,524,1026,2225067,2225569,1.09e-159,564
2607,contig_157,JANSVD010000001.1,86.694,496,56,9,535,1025,1587160,1586670,5.09e-153,542
2608,contig_157,JANSVD010000001.1,87.563,394,39,8,638,1026,2199401,2199789,1.14e-124,448
2609,contig_157,JANSVD010000001.1,87.632,380,39,8,650,1026,1393223,1393597,8.88e-121,435
2610,contig_157,JANSVD010000001.1,85.263,380,48,8,650,1026,1395267,1395641,9.07e-106,385
2611,contig_157,JANSVD010000001.1,85.263,380,48,8,650,1026,1396282,1395908,9.07e-106,385
2612,contig_157,JANSVD010000001.1,91.003,289,21,4,1232,1519,1686116,1685832,9.07e-106,385
2613,contig_157,JANSVD010000001.1,84.817,382,48,8,650,1026,1312648,1312272,5.46e-103,375
2614,contig_157,JANSVD010000001.1,84.817,382,48,8,650,1026,1328790,1328414,5.46e-103,375
2615,contig_157,JANSVD010000001.1,90.311,289,23,4,1232,1519,1644033,1643749,1.96e-102,374
2616,contig_157,JANSVD010000001.1,84.555,382,49,8,650,1026,1403013,1402637,2.54e-101,370
2617,contig_157,JANSVD010000001.1,85.714,175,18,5,1616,1785,1643759,1643587,1.65e-43,178
2618,contig_157,JANSVD010000001.1,85.143,175,19,5,1616,1785,1685842,1685670,7.69e-42,172
2619,contig_157,JANSVD010000001.1,97.297,37,0,1,1024,1059,1299798,1299834,1.74e-08,62.1
2620,contig_157,JANSVD010000012.1,92.913,4600,291,15,1027,5613,186759,191336,0.0,6656
2621,contig_157,JANSVD010000012.1,92.916,4404,296,7,1222,5613,181247,185646,0.0,6390
2622,contig_157,JANSVD010000012.1,92.910,3103,208,5,2520,5613,170184,173283,0.0,4501
2623,contig_157,JANSVD010000012.1,89.652,1034,88,13,1,1026,173285,174307,0.0,1299
2624,contig_157,JANSVD010000012.1,89.555,1034,86,16,1,1026,185648,186667,0.0,1291
2625,contig_157,JANSVD010000012.1,87.595,395,37,11,638,1026,174949,175337,1.14e-124,448
2626,contig_157,JANSVD010000002.1,82.265,468,52,16,3642,4104,99368,99809,5.46e-103,375
2627,contig_157,JANSVD010000004.1,81.953,471,53,17,3642,4105,1254886,1254441,2.54e-101,370
2628,contig_158,JANSVD010000010.1,97.229,66085,1362,169,492637,558519,314681,248864,0.0,1.115e+05
2629,contig_158,JANSVD010000010.1,96.797,41059,1062,89,43412,84366,775980,735071,0.0,68303
2630,contig_158,JANSVD010000010.1,97.379,39381,637,131,365771,404916,451745,412525,0.0,66641
2631,contig_158,JANSVD010000010.1,97.250,37413,786,93,289382,326657,530183,492877,0.0,63163
2632,contig_158,JANSVD010000010.1,96.370,36644,862,191,120833,157229,698423,662001,0.0,59869
2633,contig_158,JANSVD010000010.1,96.995,33010,823,63,225683,258588,594375,561431,0.0,55306
2634,contig_158,JANSVD010000010.1,98.146,22599,324,19,408166,430716,408650,386099,0.0,39323
2635,contig_158,JANSVD010000010.1,98.427,21357,287,18,460329,481667,351608,330283,0.0,37532
2636,contig_158,JANSVD010000010.1,97.353,20851,413,37,439523,460304,377338,356558,0.0,35318
2637,contig_158,JANSVD010000010.1,97.364,19844,407,40,258383,278166,561552,541765,0.0,33641
2638,contig_158,JANSVD010000010.1,95.466,21174,626,129,4824,25880,808953,787997,0.0,33475
2639,contig_158,JANSVD010000010.1,95.819,18202,487,116,84534,102646,735072,717056,0.0,29144
2640,contig_158,JANSVD010000010.1,95.237,18391,690,81,199148,217421,626222,607901,0.0,28938
2641,contig_158,JANSVD010000010.1,96.529,16739,426,63,334856,351517,487845,471185,0.0,27549
2642,contig_158,JANSVD010000010.1,96.270,13752,386,45,351591,365258,471100,457392,0.0,22436
2643,contig_158,JANSVD010000010.1,95.129,12667,437,72,178787,191382,651568,639011,0.0,19808
2644,contig_158,JANSVD010000010.1,96.071,12065,320,62,31095,43092,787999,776022,0.0,19512
2645,contig_158,JANSVD010000010.1,96.293,10198,226,51,365255,375365,452225,442093,0.0,16598
2646,contig_158,JANSVD010000010.1,98.482,9220,127,8,483433,492641,330289,321072,0.0,16238
2647,contig_158,JANSVD010000010.1,94.864,10222,362,82,168343,178495,662007,651880,0.0,15817
2648,contig_158,JANSVD010000010.1,98.243,8878,126,14,430652,439506,386196,377326,0.0,15503
2649,contig_158,JANSVD010000010.1,96.985,9222,185,30,111043,120205,708207,699020,0.0,15404
2650,contig_158,JANSVD010000010.1,97.267,8417,187,12,102642,111047,716619,708235,0.0,14229
2651,contig_158,JANSVD010000010.1,96.874,7869,193,24,191411,199248,639012,631166,0.0,13119
2652,contig_158,JANSVD010000010.1,94.206,8147,378,29,217524,225606,607774,599658,0.0,12344
2653,contig_158,JANSVD010000010.1,98.435,5432,80,3,283880,289307,541762,536332,0.0,9555
2654,contig_158,JANSVD010000010.1,92.662,4729,257,39,557926,562609,247576,242893,0.0,6728
2655,contig_158,JANSVD010000010.1,96.518,3360,63,23,1,3332,813593,810260,0.0,5507
2656,contig_158,JANSVD010000010.1,94.369,3108,133,16,556929,560018,237760,234677,0.0,4732
2657,contig_158,JANSVD010000010.1,97.450,2627,51,5,405682,408292,411315,408689,0.0,4466
2658,contig_158,JANSVD010000010.1,83.828,3203,405,63,557076,560228,241238,238099,0.0,2940
2659,contig_158,JANSVD010000010.1,94.591,1664,67,15,3416,5063,810220,808564,0.0,2553
2660,contig_158,JANSVD010000010.1,95.486,1307,34,5,408598,409885,412031,410731,0.0,2063
2661,contig_158,JANSVD010000010.1,93.731,1340,34,8,404922,406250,408207,406907,0.0,1964
2662,contig_158,JANSVD010000010.1,86.149,1776,175,28,29378,31099,12451,10693,0.0,1851
2663,contig_158,JANSVD010000010.1,82.456,1824,302,15,331574,333388,730919,729105,0.0,1580
2664,contig_158,JANSVD010000010.1,83.711,1633,221,33,557154,558771,248435,246833,0.0,1500
2665,contig_158,JANSVD010000010.1,91.621,919,70,7,556576,557492,242495,241582,0.0,1264
2666,contig_158,JANSVD010000010.1,80.906,1655,270,38,557146,558783,249493,247868,0.0,1264
2667,contig_158,JANSVD010000010.1,95.942,764,19,3,404922,405679,412020,411263,0.0,1229
2668,contig_158,JANSVD010000010.1,96.842,570,15,2,443504,444071,373157,372589,0.0,950
2669,contig_158,JANSVD010000010.1,80.533,1238,212,23,557562,558780,241194,239967,0.0,924
2670,contig_158,JANSVD010000010.1,95.915,563,22,1,443709,444270,373362,372800,0.0,911
2671,contig_158,JANSVD010000010.1,97.266,512,10,3,555533,556041,238320,237810,0.0,865
2672,contig_158,JANSVD010000010.1,89.684,601,20,14,120202,120797,698989,698426,0.0,728
2673,contig_158,JANSVD010000010.1,95.628,366,13,2,443504,443867,372953,372589,8.39e-164,584
2674,contig_158,JANSVD010000010.1,85.612,556,76,4,374770,375323,442583,442030,1.09e-162,580
2675,contig_158,JANSVD010000010.1,73.521,1707,366,58,557114,558771,241537,239868,2.35e-159,569
2676,contig_158,JANSVD010000010.1,73.894,1582,337,58,557105,558651,241105,239565,1.09e-157,564
2677,contig_158,JANSVD010000010.1,73.325,1642,374,46,557146,558758,241274,239668,1.10e-152,547
2678,contig_158,JANSVD010000010.1,94.150,359,20,1,443913,444270,373362,373004,3.96e-152,545
2679,contig_158,JANSVD010000010.1,86.437,494,61,6,374875,375365,442688,442198,2.38e-149,536
2680,contig_158,JANSVD010000010.1,73.321,1563,369,37,557141,558676,241720,240179,3.08e-148,532
2681,contig_158,JANSVD010000010.1,83.717,565,85,7,374721,375282,442589,442029,1.43e-146,527
2682,contig_158,JANSVD010000010.1,73.950,1428,314,45,557325,558723,250268,248870,1.85e-145,523
2683,contig_158,JANSVD010000010.1,94.379,338,19,0,167556,167893,488267,487930,2.40e-144,520
2684,contig_158,JANSVD010000010.1,83.244,561,88,6,374809,375366,442733,442176,1.44e-141,510
2685,contig_158,JANSVD010000010.1,73.363,1573,325,68,557126,558651,237457,235932,1.12e-137,497
2686,contig_158,JANSVD010000010.1,84.879,496,71,4,374809,375302,442523,442030,1.12e-137,497
2687,contig_158,JANSVD010000010.1,87.671,438,36,7,164207,164642,412031,412452,1.45e-136,494
2688,contig_158,JANSVD010000010.1,85.443,474,61,7,374770,375239,442499,442030,2.43e-134,486
2689,contig_158,JANSVD010000010.1,74.634,1092,240,34,557658,558723,250268,249188,1.15e-122,448
2690,contig_158,JANSVD010000010.1,72.294,1635,380,61,557156,558758,250119,248526,5.34e-121,442
2691,contig_158,JANSVD010000010.1,79.570,651,102,18,557146,557789,248548,247922,2.49e-119,436
2692,contig_158,JANSVD010000010.1,85.749,407,52,6,374962,375365,442685,442282,5.38e-116,425
2693,contig_158,JANSVD010000010.1,72.125,1661,378,62,557146,558771,248758,247148,1.94e-115,424
2694,contig_158,JANSVD010000010.1,84.964,419,61,2,557103,557520,249323,248906,1.94e-115,424
2695,contig_158,JANSVD010000010.1,72.636,1502,330,55,557216,558681,241309,239853,6.96e-115,422
2696,contig_158,JANSVD010000010.1,72.167,1624,351,71,557146,558723,249811,248243,9.07e-109,401
2697,contig_158,JANSVD010000010.1,83.371,439,64,9,374932,375365,442737,442303,1.17e-107,398
2698,contig_158,JANSVD010000010.1,75.201,871,198,17,557868,558726,250262,249398,4.22e-107,396
2699,contig_158,JANSVD010000010.1,75.000,896,185,23,557905,558770,241811,240925,1.53e-101,377
2700,contig_158,JANSVD010000010.1,75.117,852,183,24,557926,558758,250099,249258,7.11e-100,372
2701,contig_158,JANSVD010000010.1,71.628,1646,377,59,557126,558723,241840,240237,2.56e-99,370
2702,contig_158,JANSVD010000010.1,83.879,397,55,9,374721,375113,442421,442030,2.56e-99,370
2703,contig_158,JANSVD010000010.1,84.062,389,56,6,374770,375155,442415,442030,2.56e-99,370
2704,contig_158,JANSVD010000010.1,95.982,224,4,4,555533,555752,245498,245276,5.54e-96,359
2705,contig_158,JANSVD010000010.1,95.516,223,6,3,560008,560228,251851,251631,2.58e-94,353
2706,contig_158,JANSVD010000010.1,84.282,369,50,7,375001,375365,442688,442324,2.58e-94,353
2707,contig_158,JANSVD010000010.1,72.618,1249,276,47,557153,558371,240742,239530,9.26e-94,351
2708,contig_158,JANSVD010000010.1,74.969,811,175,23,557959,558758,248272,247479,1.20e-92,348
2709,contig_158,JANSVD010000010.1,72.262,1269,290,50,557563,558791,250153,248907,2.59e-89,337
2710,contig_158,JANSVD010000010.1,74.844,799,166,29,558010,558789,247702,246920,4.34e-87,329
2711,contig_158,JANSVD010000010.1,72.685,1069,241,34,557658,558687,241959,240903,5.65e-81,309
2712,contig_158,JANSVD010000010.1,82.303,356,57,6,4790,5142,808912,808560,2.63e-79,303
2713,contig_158,JANSVD010000010.1,70.773,1656,382,71,557113,558723,249421,247823,3.43e-73,283
2714,contig_158,JANSVD010000010.1,89.545,220,21,2,29136,29353,20388,20607,1.59e-71,278
2715,contig_158,JANSVD010000010.1,71.027,1422,341,50,557231,558618,250254,248870,1.59e-71,278
2716,contig_158,JANSVD010000010.1,80.571,350,62,5,557154,557500,240108,239762,1.24e-67,265
2717,contig_158,JANSVD010000010.1,79.412,374,72,3,558425,558794,250230,249858,5.78e-66,259
2718,contig_158,JANSVD010000010.1,73.316,787,175,30,558031,558799,248728,247959,2.08e-65,257
2719,contig_158,JANSVD010000010.1,72.421,1008,206,53,557154,558128,240531,239563,7.47e-65,255
2720,contig_158,JANSVD010000010.1,73.722,704,161,21,558106,558794,250234,249540,2.69e-64,254
2721,contig_158,JANSVD010000010.1,78.862,369,68,8,558213,558574,237541,237176,2.09e-60,241
2722,contig_158,JANSVD010000010.1,73.438,704,162,23,557929,558618,248515,247823,2.09e-60,241
2723,contig_158,JANSVD010000010.1,93.827,162,7,2,443504,443663,372749,372589,2.09e-60,241
2724,contig_158,JANSVD010000010.1,74.872,585,103,32,557112,557685,248369,247818,5.86e-56,226
2725,contig_158,JANSVD010000010.1,87.310,197,25,0,258392,258588,561585,561389,5.86e-56,226
2726,contig_158,JANSVD010000010.1,83.396,265,23,10,253467,253731,566617,566374,5.86e-56,226
2727,contig_158,JANSVD010000010.1,92.903,155,10,1,444117,444270,373362,373208,2.11e-55,224
2728,contig_158,JANSVD010000010.1,83.270,263,23,10,253425,253687,566515,566274,7.58e-55,222
2729,contig_158,JANSVD010000010.1,73.994,646,123,28,557154,557784,240426,239811,2.73e-54,220
2730,contig_158,JANSVD010000010.1,71.542,1005,230,39,557146,558128,247711,246741,2.73e-54,220
2731,contig_158,JANSVD010000010.1,74.414,555,118,22,558139,558681,236759,236217,3.53e-53,217
2732,contig_158,JANSVD010000010.1,83.128,243,35,6,375126,375365,442689,442450,3.53e-53,217
2733,contig_158,JANSVD010000010.1,83.607,244,22,9,253488,253731,566617,566392,4.56e-52,213
2734,contig_158,JANSVD010000010.1,92.466,146,11,0,334708,334853,729107,728962,5.90e-51,209
2735,contig_158,JANSVD010000010.1,85.047,214,18,8,178513,178723,651668,651466,7.63e-50,206
2736,contig_158,JANSVD010000010.1,76.309,401,84,10,557112,557508,248264,247871,2.74e-49,204
2737,contig_158,JANSVD010000010.1,74.595,555,90,27,557261,557789,237532,237003,4.59e-47,196
2738,contig_158,JANSVD010000010.1,72.994,648,139,23,557146,557784,247501,246881,1.65e-46,195
2739,contig_158,JANSVD010000010.1,72.526,677,153,23,557969,558618,237574,236904,7.69e-45,189
2740,contig_158,JANSVD010000010.1,73.494,581,118,22,557231,557802,241945,241392,2.76e-44,187
2741,contig_158,JANSVD010000010.1,82.805,221,20,8,253425,253645,566476,566274,1.29e-42,182
2742,contig_158,JANSVD010000010.1,72.871,634,131,30,558121,558723,237527,236904,4.63e-42,180
2743,contig_158,JANSVD010000010.1,90.580,138,5,5,253425,253561,566404,566274,5.98e-41,176
2744,contig_158,JANSVD010000010.1,86.667,165,13,3,253439,253603,566429,566274,2.15e-40,174
2745,contig_158,JANSVD010000010.1,84.530,181,19,4,253551,253731,566617,566446,2.78e-39,171
2746,contig_158,JANSVD010000010.1,84.530,181,19,5,253530,253710,566617,566446,2.78e-39,171
2747,contig_158,JANSVD010000010.1,96.154,104,3,1,31000,31102,29028,29131,1.00e-38,169
2748,contig_158,JANSVD010000010.1,72.327,636,143,24,557155,557784,236678,236070,1.00e-38,169
2749,contig_158,JANSVD010000010.1,86.250,160,16,3,253572,253731,566617,566464,1.00e-38,169
2750,contig_158,JANSVD010000010.1,86.928,153,16,3,180466,180615,652620,652469,1.00e-38,169
2751,contig_158,JANSVD010000010.1,86.164,159,11,6,253425,253582,566422,566274,1.68e-36,161
2752,contig_158,JANSVD010000010.1,85.806,155,18,4,30396,30549,1010915,1011066,1.68e-36,161
2753,contig_158,JANSVD010000010.1,74.933,375,78,12,557147,557515,236475,236111,2.17e-35,158
2754,contig_158,JANSVD010000010.1,86.567,134,15,1,253617,253750,566614,566484,1.69e-31,145
2755,contig_158,JANSVD010000010.1,85.000,140,21,0,258449,258588,561633,561494,6.07e-31,143
2756,contig_158,JANSVD010000010.1,93.617,94,6,0,253638,253731,566614,566521,2.18e-30,141
2757,contig_158,JANSVD010000010.1,91.176,102,9,0,28813,28914,12972,12871,7.85e-30,139
2758,contig_158,JANSVD010000010.1,95.349,86,4,0,28813,28898,20065,20150,2.82e-29,137
2759,contig_158,JANSVD010000010.1,73.302,427,93,16,557112,557520,237363,236940,2.82e-29,137
2760,contig_158,JANSVD010000010.1,85.294,136,17,2,253596,253731,566614,566482,2.82e-29,137
2761,contig_158,JANSVD010000010.1,90.476,105,8,1,178703,178807,651568,651466,2.82e-29,137
2762,contig_158,JANSVD010000010.1,73.253,415,90,15,557325,557736,237576,237180,1.31e-27,132
2763,contig_158,JANSVD010000010.1,78.537,205,40,4,5015,5217,808912,808710,1.31e-27,132
2764,contig_158,JANSVD010000010.1,73.418,395,83,16,557117,557500,247320,246937,1.70e-26,128
2765,contig_158,JANSVD010000010.1,87.179,117,10,4,253425,253540,566386,566274,1.70e-26,128
2766,contig_158,JANSVD010000010.1,72.727,473,94,23,557262,557727,247700,247256,6.11e-26,126
2767,contig_158,JANSVD010000010.1,90.526,95,9,0,253425,253519,566368,566274,6.11e-26,126
2768,contig_158,JANSVD010000010.1,77.941,204,39,5,557587,557787,247501,247301,7.91e-25,122
2769,contig_158,JANSVD010000010.1,82.836,134,23,0,4715,4848,808687,808554,2.84e-24,121
2770,contig_158,JANSVD010000010.1,87.500,96,10,2,253656,253750,566617,566523,6.16e-21,110
